cell_code,truth
9XYWtoa5ad,DNA_intercalation
0Fx4txADe2,DNA_intercalation
UOkCZaYEY1,DNA_intercalation
OMX6LRh1aV,DNA_intercalation
pgjkFrZseC,DNA_intercalation
xsFq7eOSe0,DNA_intercalation
2mEL5buX69,DNA_intercalation
FocurDYm7K,DNA_intercalation
LhE0IYPqvL,DNA_intercalation
7cHEuwW69N,DNA_intercalation
CsJBPl3LMx,DNA_intercalation
YH4cH5TdtR,Tubulin
ZAQYWcOcOE,Tubulin
vUPAFZ9Dvx,Tubulin
K4Oz0BWLoC,Tubulin
Hlf852NREN,Tubulin
a8GKpg4ByO,Tubulin
ruQL7WR9Rh,Tubulin
sweisZlCIM,Tubulin
E0T51yYz3h,Tubulin
h6owx0NepL,Tubulin
tqtzToasZj,Tubulin
gdkf4rOt3P,Tubulin
wYkOiCWlWp,Tubulin
N2w9JpCHmi,Tubulin
OY7opfCyZq,Tubulin
Gj6TlTctBH,Tubulin
QN7z5LUsNj,Tubulin
Y7FEIBleWK,TopoII
dJvxLz5krA,TopoII
O6yVC6FGfx,TopoII
WEWMsmkpZ6,TopoII
7buSOMNtdr,TopoII
J8d0zEo4J3,TopoII
YLcoZHt5UU,TopoII
CwG0Inu0xG,TopoII
lREYwiGuHJ,TopoII
euDg8fo1I6,TopoII
VGqY2QQuOK,TopoII
SWQ7LZUFti,TopoII
btH7aPF3J6,TopoII
0hX9CFkRyh,TopoII
aCEpbHX81Y,TopoII
AtlAxhSglI,TopoII
LJoX3D8fFD,TopoII
Iju59adiPl,TopoII
efXZnOtP6H,TopoII
GjDoDSX80G,TopoII
gbeKKxQ95z,TopoII
0RT5zh14bA,TopoII
K7y763tw6s,TopoII
EK69CnRTC6,TopoII
zrcn4dJjZn,TopoII
KhdLnNRTLw,TopoII
BAa5Yr6bIx,TopoII
uG4pwAgTFR,TopoII
L1AzoxmmW3,TopoII
PZIE5h0VBU,TopoII
ySVO3i1NTP,TopoII
QMbuhbBSAf,TopoII
ZLLsKopcIv,TopoII
OKOWIlKABe,TopoII
wAGaGOgvM2,TopoII
CvXoNWNLYE,TopoII
gaG3ZIdXIg,TopoII
qGs2dKn9x4,TopoII
X8pcT3oWHV,TopoII
hJ5afwPkMt,TopoII
NDmRpbDaXW,TopoII
hseUqE8eUc,Tubulin
bJPX8ZAefh,Tubulin
nz8MvJ0bb3,Tubulin
TdDdaE1QIv,Tubulin
18Iqkv1avs,Tubulin
KToRKHGNSB,Tubulin
77UHcroQT4,Tubulin
VplpGDjIsL,Tubulin
BhyAyallE7,Tubulin
TRvzNdIVWT,Tubulin
Do4mqDg8Zf,Tubulin
vGfFMe40wx,Tubulin
JgrmWT35TI,Tubulin
fzZ3ks3rWe,Tubulin
HPQzw2h9af,Tubulin
WbieWVOB8a,Tubulin
mFyr20I6mF,Tubulin
8Uy7yNkTWg,Tubulin
YEOXSBlD4y,Tubulin
r12Wmt6TJr,Tubulin
mdQ1ZjZ1BH,Tubulin
ZpbveNwn6X,Tubulin
Fu5ByeA7T0,Tubulin
eTXl6psION,Tubulin
aioP1rwKWv,Tubulin
i2sgcN6eVM,Tubulin
LROoMiPfxG,Tubulin
niqeFPlXId,Tubulin
SctSTtNXR7,Tubulin
sP4aF4Knck,Tubulin
o74ZCzgV6I,Tubulin
JhfKyTiRiB,Tubulin
b0hLnWc3dR,Tubulin
u38YsH84Xt,Tubulin
1PY87laWxA,CDK
VwqFOhxgbQ,CDK
gzTwc2vCfU,CDK
h8VhTC5XF2,CDK
Cs2Q5S0a6f,CDK
AhTlteqOxu,CDK
PdZU2zr9k8,CDK
BDRXQ52lCp,CDK
wOXyi6HdFS,CDK
qKZUKPQwXO,CDK
9ZLXzFm9k4,CDK
XIjolFdAE0,CDK
IbJybghksb,CDK
mL27bX0VZI,CDK
VnAlnfxxdg,CDK
09mGxm0tJj,CDK
flJNtPPrOh,CDK
nRyMNtafex,CDK
rJbgdoDNeR,CDK
033xlHTH90,CDK
Ba81MXuGDo,CDK
jWrg4pyJlw,CDK
dW8N4bb82x,CDK
qrtGiIWrAL,CDK
3BWrvuaADc,CDK
HqUfAuJMXE,CDK
zzXGMAdoAh,CDK
v7B5OCtkt1,CDK
hrRZJnxeHZ,CDK
R8SXwWfxot,CDK
AbfyScQ8JJ,CDK
DQCBUpmBGN,CDK
usZsyiH7UP,CDK
tLqIxFMpKd,CDK
xIBCnCE4cg,CDK
np1LVepsu6,CDK
J04i5UUvE5,CDK
BEpiSs4ydr,CDK
L7PBESktXR,CDK
l4ADn6xAYX,CDK
QabluGz8Qr,CDK
iEvcmKruT5,CDK
dZ74v7k38c,DNAMetabolism
tzemLPMfC2,DNAMetabolism
c6a21WK4fV,DNAMetabolism
N57vFNzGle,DNAMetabolism
eqR8KLF2JZ,DNAMetabolism
X8HwQKZgiT,DNAMetabolism
TwkFFprJ94,DNAMetabolism
Pvu7kZIB6D,DNAMetabolism
6Bfd995Q9i,DNAMetabolism
WDRKgWtg4l,DNAMetabolism
QYj3MHqpED,DNAMetabolism
uvSgyvRgls,DNAMetabolism
2CoBt5fTSh,DNAMetabolism
n3AaVGTq2y,DNAMetabolism
EdgaFrQSNN,DNAMetabolism
yGAzrp7tVP,DNAMetabolism
cXKiC2F5PP,DNAMetabolism
RWSbwiqknU,DNAMetabolism
b5OUKUO3H3,DNAMetabolism
ojv6FAy3E8,DNAMetabolism
OBWDR2OqBk,DNAMetabolism
AHs5iS7CGa,DNAMetabolism
tEAgqyVMPm,DNAMetabolism
cNOmGnCNpK,DNAMetabolism
ww0Ae3HcrA,DNAMetabolism
YoKwZSsIad,ROCK
GSxBesvoPK,ROCK
OX2BIZa9W2,ROCK
oudkJvMyo2,ROCK
aWAATw4JCf,ROCK
epRimiQ8GV,ROCK
pZOk53ztCq,ROCK
gJewjtVxp2,ROCK
JwRPN40aIF,ROCK
S4pLm7oNcL,ROCK
jcBpPlwyvK,ROCK
kVRElaAngt,ROCK
rnBNXQWIEo,ROCK
tBsKeApPad,ROCK
bDzF1iq2ev,ROCK
33ruepwBCE,ROCK
8mPz8rPdg5,ROCK
y9Zl6VzDas,ROCK
9vkbxaxLoX,ROCK
ozPMrJUTba,ROCK
j0MO2osiDC,ROCK
GTYbr6pm0F,ROCK
Jw5meeDqlW,ROCK
jMgHqLIk9p,ROCK
gxRcJpKr7E,ROCK
aOVEEjI5dl,ROCK
gaSUUsjaQq,ROCK
kBdE3N24hl,ROCK
KFYWpMh7Ws,ROCK
5xa3KdSzNd,ROCK
ewXf7MfCcu,ROCK
OK4tl0uN0I,ROCK
WmrmAxaiGA,ROCK
Jx4L3jYK5d,ROCK
JHKT85WmeB,ROCK
7if5TfR9T3,ROCK
nwuXlPaDXO,ROCK
cobJUYnooa,ROCK
CZ7y8VyqdQ,ROCK
dZG6fmGtDG,ROCK
RHhUUG9uVv,ROCK
30AVSfPwKm,dopaminereceptor
HPbenuYLPX,Tubulin
85xGHmvF9F,MEK
ckpV1xRhMu,MEK
C3lNdQp6Ag,MEK
0npwX681e4,MEK
n9A5sp1jNW,MEK
gywMUMOKld,MEK
7NK1i9WdqY,MEK
Q66gVKRI7d,MEK
2ri7JwKvev,MEK
BseyzNFvWW,MEK
7fom67KJpj,MEK
nazWA4TIGV,MEK
7pnyWcgoxE,MEK
YtgUvN180S,MEK
6GA4hURTw0,MEK
bEDkF3H0Qz,MEK
l65XAaF2T2,MEK
2I8xf4COUd,MEK
9KCzmdFHpb,MEK
EcYUn44qoY,MEK
sZ1DB25PEU,MEK
qpENxGPL77,MEK
1o8h4APkuq,MEK
r5S4OINOD1,MEK
960v6f3dli,MEK
J5kVRUuwlq,MEK
EjL3d7vGLr,MEK
ftG5NkhsNz,MEK
1jRwYIS6Q5,MEK
c53L3TlO4b,MEK
leLmUgo6T0,MEK
F4SNVrY8eK,MEK
gybaKimBwA,MEK
gsrrOD04rR,MEK
sQGOekElxB,MEK
5g2lJUVsBI,dopaminereceptor
8DU9Kpt39A,dopaminereceptor
iEK9ebsiqf,dopaminereceptor
B5dF0PsBwl,dopaminereceptor
apdu27o0Py,dopaminereceptor
TMJ6lhDOVm,dopaminereceptor
GaZBwBFeW7,dopaminereceptor
sd4IKlKzfS,dopaminereceptor
XIjjawz91h,dopaminereceptor
ouTJm0McQS,dopaminereceptor
69m5MVLTzn,dopaminereceptor
mEHVhdwJRA,dopaminereceptor
qtuZ0crZgF,dopaminereceptor
CSiLZF5JTQ,dopaminereceptor
TFIdUVL4ke,dopaminereceptor
BcSwvetcy9,dopaminereceptor
diGEUPHeIZ,dopaminereceptor
QgROwbN6i9,dopaminereceptor
NcOYW4t8mI,dopaminereceptor
bOHIPuSYGC,dopaminereceptor
HpsHPziwFh,dopaminereceptor
jcMphpRQ25,dopaminereceptor
KzZe2uNsB6,dopaminereceptor
b5oqnNWVTN,dopaminereceptor
mvwHujKiF8,dopaminereceptor
Cf8K3gyoin,dopaminereceptor
sFT2h07aJE,dopaminereceptor
oORkNc3Zeb,dopaminereceptor
NBc3MU8n9I,dopaminereceptor
8dYOfVqgfk,dopaminereceptor
uswfk7LWUH,dopaminereceptor
Hx1VwzFery,Tubulin
5AGyv0klGg,Tubulin
pJAwIACMI5,Tubulin
vQHxW5aj82,Tubulin
carfDwEfRO,Tubulin
wSEmmr2sw2,Tubulin
yLGZY1JoS6,Tubulin
YZmS67DfnL,Tubulin
QNyvzQtobe,Tubulin
YtADFfUlUi,Tubulin
jhOflj6Ef5,Tubulin
aANFYrad7q,Tubulin
KjRsvnHhBj,Tubulin
V76pk217Pj,Tubulin
ZTNFmcA57g,Tubulin
GLChRZ23RY,Tubulin
GQDXiNuZCr,Tubulin
7wd2HoAFzB,Tubulin
ILZmwGg8E2,Tubulin
bZmUGdnS8A,Tubulin
UtiJGpQHSI,Tubulin
1jzQ0pgbbV,Tubulin
4vFLqArxHB,Tubulin
959kDq1X6q,Tubulin
bPo32sNuov,Tubulin
YLvzYoAZwt,Tubulin
Hha7B3D8Ly,Tubulin
fgpTJPihNb,Tubulin
49tB4YfWd9,Tubulin
irCMtajHYh,Tubulin
yuxi6oybBU,Tubulin
8Pfkr0nl0V,Tubulin
kDNmb6omtv,Tubulin
02xcQJBcFB,Tubulin
mAYt7m0zEa,Tubulin
uKQ1O9xrKQ,Tubulin
uCYdZNIcnN,Tubulin
eTgnnT6OSq,Tubulin
zeSQTOh5o8,Tubulin
g3C7OtPOAs,Tubulin
T7iztM1oxk,Tubulin
qG8HCYDRFz,Tubulin
BMfpqy5B3F,Tubulin
ssF4WLaQkb,Tubulin
sib2yXWXSe,Tubulin
q0oi5p6r2I,Tubulin
Ctxk294alC,Tubulin
oolVWwGZz6,Tubulin
cU2qvFF8i4,Tubulin
q0RaXsotlS,Tubulin
5SJr4Y3kTc,Tubulin
LEiARgHzcQ,Tubulin
OqWID8UQJy,Tubulin
h3bwvr5Fll,Tubulin
c4M9GRHqwA,Tubulin
GtKcfKB8X1,Tubulin
JZbDghOgjs,Tubulin
zFAZac4U7k,Tubulin
BcaEwl5lqo,Tubulin
gqA6zg5J41,Tubulin
aWg9hJFR8L,Tubulin
OkREmUC2qC,Tubulin
mzZbIjs09M,Tubulin
cDK2vkNhMS,CDK
WUjsKjHdyr,CDK
sdv4CXtjEG,CDK
vwJugB520a,CDK
8PCvrEOkbu,CDK
AkmKCtbBuG,CDK
EUnDslrXJ4,CDK
VI8MejEHwq,CDK
kqJ6EaeRJH,CDK
OHLCBK5YUr,CDK
27ud1iKQYk,CDK
yOCl468FYN,CDK
JUlGX6qJQg,CDK
tZyxlooYtc,CDK
Ahut0DncYy,CDK
2MeiaCdyCx,CDK
2yfwK6SAld,CDK
mzeSjgkrzr,CDK
2UzICZNaXM,CDK
5IkZIC6xQi,CDK
ViomYVFR9l,CDK
7NQoYza0P3,CDK
1GOmFsT68z,CDK
NB81uadlFn,CDK
bnK9fZpZkr,CDK
v4rrv0NWSV,CDK
YIp2fmcptz,CDK
tJpWJvEzGV,CDK
kGRgCz0XSt,CDK
X8kS0xbzfO,CDK
IPTb4MktWj,CDK
RzxNzs3rXB,CDK
q0LUZUYb7l,CDK
toL3JIr3wG,CDK
PwxwIOCQpj,CDK
GbGvOAKm19,CDK
WYHmpScTGe,CDK
GI9b2tU8D2,CDK
epqjn8Fxkx,CDK
cO0Plflqu7,CDK
PM1UjPkl26,adrenoceptor
IJaw8bZSSZ,adrenoceptor
R3pFCZVqSo,adrenoceptor
Ot7dD8WOS5,adrenoceptor
W3Pf1qw4ET,adrenoceptor
DiM1JTAHdq,adrenoceptor
aOAlEwjLzw,adrenoceptor
6QCEaxSovq,adrenoceptor
QjWZI9BtxL,adrenoceptor
itrrMsiZA2,adrenoceptor
rCTzwn2VT8,adrenoceptor
2jRACydi6j,adrenoceptor
LrdWuarkCN,adrenoceptor
QDrEuIZlHM,adrenoceptor
3EaPcUoY9p,adrenoceptor
QDIiaiJ9qv,adrenoceptor
5IBGoabh3j,adrenoceptor
zTu5c8dwiF,adrenoceptor
WscS2wuFAa,adrenoceptor
9o7d6myicZ,adrenoceptor
BeIhIwRpD9,adrenoceptor
FtC5SyTsAs,adrenoceptor
ksIDxUD8i7,adrenoceptor
XYzK0kEgrq,adrenoceptor
LvJcsRSrFm,adrenoceptor
rueT5wIaK7,adrenoceptor
0EvIpsqtvL,adrenoceptor
WUiM1bj2oi,adrenoceptor
qB4e2yx26A,adrenoceptor
P8UYU61brB,adrenoceptor
4qsXnTUG88,adrenoceptor
85NbgfdXBO,adrenoceptor
EXX5tAaIjv,adrenoceptor
GmZZbEc7ye,adrenoceptor
JcNCmru6Cz,adrenoceptor
fKG2Vp58gh,adrenoceptor
hgtV7kNKMr,adrenoceptor
PVDHwK1i7D,adrenoceptor
PomORBqOBJ,AMPA
QVfoEEmrUW,AMPA
ldlLPJE2R5,AMPA
C5Vqw5w4z4,AMPA
dF8cvWeLSq,AMPA
kZuGiBDS3H,AMPA
4w0dYe1yRZ,AMPA
yqj6J5PWXv,AMPA
5MfXDuCsSE,AMPA
tovUhbfgSP,AMPA
ZBNj0KITKK,AMPA
Cy4Ct4ODCd,AMPA
ud2lI4jVM2,AMPA
1v11C0T3nU,AMPA
QU2tLUJZ1n,AMPA
UMGXR8FBei,AMPA
dnHZ4YN2Im,AMPA
Gyc3eF7LRU,AMPA
uIsr0aoyJH,AMPA
oV9FksiCUt,AMPA
hhNXEA1rnM,AMPA
Xnsqg7oxkA,AMPA
cvOrYHXjzE,AMPA
Fn2IWet6Ta,AMPA
rBLMPEUw44,AMPA
iiWdYRbJlZ,AMPA
zxy7hXD8bd,AMPA
X6Hcd53Cgf,AMPA
oYLXX8DaLW,AMPA
GhBJjaEvYz,AMPA
6DXg4DihQI,AMPA
hsb5jC3dey,CDK
KWILjTvWbk,CDK
PZSGHf3Giu,CDK
bU9DrJBkbw,CDK
QHn8ddNtDy,CDK
R4BVKjUesR,CDK
A2Q0VNrKde,CDK
ZyERlpQcih,CDK
jg2whAyZtY,CDK
UbOl5hcuM6,CDK
0wtW7NTZO1,CDK
dP01nHGY09,CDK
M7Z8839gll,CDK
T84onlpeWI,CDK
2HphMDMhx3,CDK
ldZU82f0X8,CDK
oWSKYTIHHX,CDK
zgQTULOKgQ,CDK
DYGGOwAzMF,CDK
ZwpgRAy2tr,CDK
9kjJ6WGgdQ,CDK
FyoIBP4eiB,CDK
lVOqInqpbg,CDK
zXB0yxJrVX,CDK
3Y4F6gDnmK,CDK
jSerg7HbUK,CDK
TEb5gMXDIH,CDK
gtmwz1W5hV,CDK
ZdKZ1HyPa5,CDK
g3spjeSqUA,CDK
9tQRNaZdlq,CDK
a1itNVFHfg,CDK
qlvMHemqD6,CDK
7IMqRsDGBJ,CDK
QJ81PYAoD6,CDK
zX2mzon1y7,CDK
lkWTvjIhMb,CDK
k2jFqTUj7R,CDK
aO2cDbOU7w,CDK
x2JOStuBcq,CDK
4RA6jiIkbU,CDK
lyuiyjBWMc,CDK
0SGc8UFX07,CDK
WuenQUlFZ0,CDK
P7x7WJQePB,CDK
LUlAcfj2ka,CDK
7vHVRNf07T,CDK
2jfvXUeKMx,CDK
65YqMSCmxD,CDK
2nltzmRVQi,CDK
U7yTHIE1Cb,CDK
vNtjiTTagU,Tubulin
fxlhM5AeEJ,Tubulin
wruFGJ4TKH,Tubulin
Yl6LVP0Vp3,Tubulin
WQ68bwEEiW,Tubulin
HN0zg7EYJs,Tubulin
odU0pXdf1Z,Tubulin
v87yw8APyK,Tubulin
2Odx3ZYQCw,Tubulin
etgEo60HD3,Tubulin
2rMKvPMn6i,Tubulin
ijpbFZtIK4,Tubulin
4CG91HEODg,Tubulin
Fuhzxvha29,Tubulin
ZoqG9yEd8I,Tubulin
ZFyIWJUut2,Tubulin
LQ37YLvVqL,Tubulin
1mruBgtOTC,Tubulin
1VlQCdGoKM,Tubulin
17KNcZHXaz,Tubulin
EXabStjwpU,Tubulin
qgMyvPbcNd,Tubulin
4iprXejwD6,Tubulin
ogHSUQQGcg,Tubulin
T2dVCnOJqf,Tubulin
BqC70S0y3d,Tubulin
HYdQyWkitB,Tubulin
QqClsXTqan,Tubulin
kw5rRQZ3hA,Tubulin
oh86xzTJR1,Tubulin
oXgHn68vng,Ca2
qUdL9o70gf,Ca2
ogfMQqZ9bh,Ca2
pz6Uj683ZJ,Ca2
rfPl5Wu7mz,Ca2
qg1jlT5SJP,Ca2
8gngVwBhW4,Ca2
IZ4zDOCMCy,Ca2
GYrHlqZ5YI,Ca2
A86F1yBZru,Ca2
HDmxf3WkL9,Ca2
xQbTEtNnD9,Ca2
uwKZN4YWjW,Ca2
afH4QLTjm7,Ca2
88nZzqfykW,Ca2
RwisTcZY23,Ca2
pjRAJrTz9J,Ca2
81xIkbPiHe,Ca2
YvhGozVi3u,Ca2
oJW8Y336UE,Ca2
LK8jveflWV,Ca2
h3kravIb0i,Ca2
1efdfjdPbZ,Ca2
oML8PJb0tp,Ca2
9wrbMUUJXV,Ca2
w6S7nnBLQc,Ca2
rfz4xU6A1B,Ca2
Cr7B3oK4Jo,Ca2
qEMuGzthPI,Ca2
QAbpE6fDTW,Ca2
JeHI4AgRCG,Ca2
u5niK2wmAu,Ca2
algVw9khw5,Ca2
jQ8DkM4g5G,Ca2
mBdhOt0sht,Ca2
O5OtYuHALZ,dopaminereceptor
PmMqtvx4dU,dopaminereceptor
GBA7Wa7CKH,dopaminereceptor
bG0KQ7Ci2J,dopaminereceptor
kezagkz09K,dopaminereceptor
tHr6Qt5afu,dopaminereceptor
c4ET3ki3XO,dopaminereceptor
xmKxKjunYa,dopaminereceptor
hLVrenFwf6,dopaminereceptor
RutSLu3Qn0,dopaminereceptor
oxxazFiHUj,dopaminereceptor
GFgn9OUTA1,dopaminereceptor
oHVyL8B5G7,dopaminereceptor
17eVCm4joH,dopaminereceptor
dFE38j7nOk,dopaminereceptor
yfUTmxawYS,dopaminereceptor
KqVLqpq7RY,dopaminereceptor
DYzAp9XZ7i,dopaminereceptor
4L1N5B0oCZ,dopaminereceptor
6IRe75MlGu,dopaminereceptor
rMaBamYE79,dopaminereceptor
eSIXQ2U94K,dopaminereceptor
nCh02wngg2,dopaminereceptor
W1eS9iyKKm,dopaminereceptor
c0ItA1f2y0,dopaminereceptor
a5qdNmdhJ7,dopaminereceptor
k6IsTFFhVa,dopaminereceptor
IMEMUWaA8u,dopaminereceptor
uggR0NrdKQ,dopaminereceptor
SAjXMciutR,dopaminereceptor
xEOlYRs4wb,dopaminereceptor
P20i2nzy87,dopaminereceptor
wVg47LX7RN,dopaminereceptor
duTz6TCBj8,dopaminereceptor
BmtpTIv4Ep,dopaminereceptor
GieSte63jr,dopaminereceptor
NUTDMhrW4R,dopaminereceptor
YWVgwwh0ko,dopaminereceptor
WEIy9NfR1W,dopaminereceptor
53nH5KaZzH,dopaminereceptor
4oomhsnotN,dopaminereceptor
us2nTQt93W,AMPA
jnUySXqk4G,AMPA
DrrMucz5AS,AMPA
lmdu3EqiKe,AMPA
nEJn4tCUA1,AMPA
RAYHOxIwgn,AMPA
ZxZxQjXTWI,AMPA
aMExSa98KO,AMPA
mH43mV7uLL,AMPA
Vzg3mxzKlc,AMPA
iP7DMbyvbT,AMPA
g8n2wgNcul,AMPA
8JQePSSE4A,AMPA
aAJaAZhJh3,AMPA
QnjGMjDbdo,AMPA
3RCbbt9ws5,AMPA
7GNevxYVpS,AMPA
JatqQH3wD2,AMPA
pGhdKVUPE8,AMPA
M99kHksIsB,AMPA
y63vbLiMZM,AMPA
Yu9KvGqTwV,AMPA
Q0cCG3NsDp,AMPA
zi6PiEXz3c,AMPA
pE3f2mNEsc,AMPA
xq8CfAxXM2,AMPA
9ZOTaMszy6,AMPA
EjsxMFSqrl,AMPA
KbWPIX4qfo,AMPA
ZWESSoW60w,AMPA
cSbVVENbiP,AMPA
sDZqTk316S,AMPA
DXwHRXEXOZ,AMPA
abELZgleYF,AMPA
3AL434Sz46,AMPA
4r3FNo9naM,AMPA
Ht7X3H4GFl,AMPA
tZyPIctIi0,AMPA
o6HKLc8YXd,AMPA
WA5CCmEgt1,AMPA
vrQfrx5y1T,AMPA
Qj2svQ3KQY,AMPA
SfUjgGMx93,AMPA
M8QidzjHs2,AMPA
TSsm6U4Agx,AMPA
WLqHPmVbdw,AMPA
01K2SS79u1,AMPA
Zw4wySJvpN,AMPA
ZrO45v3IFp,AMPA
WALqF6dBHW,AMPA
s8DvnMZKCQ,AMPA
WiBptLMtY8,AMPA
rPPiX3y9Lv,AMPA
o14ckAHs4r,AMPA
GQmAmtokXl,adrenoceptor
Ltl7QBstZQ,adrenoceptor
qB90xGSw67,adrenoceptor
sQquFxe0F2,adrenoceptor
WxFbvu2uK5,adrenoceptor
S1Edc84Dn7,adrenoceptor
rplDL0RxJ2,adrenoceptor
8QsSvnoLlM,adrenoceptor
DRqL8mmRJY,adrenoceptor
zNGXWmA78e,adrenoceptor
pYGsbyEW8h,adrenoceptor
Im67oWYAgB,adrenoceptor
UvKefch8DU,adrenoceptor
S4htIHdyTL,adrenoceptor
5ZHBHIkFNA,adrenoceptor
junvOw3ZiG,adrenoceptor
xtMaFiw8YF,adrenoceptor
7QwMWHgy1k,adrenoceptor
7UOVs36gYL,adrenoceptor
WA3K1P88Sm,adrenoceptor
qrYB8tLVNl,adrenoceptor
CtreAQugkA,adrenoceptor
bVkv5VXZX1,adrenoceptor
nITzXOgE2e,adrenoceptor
3ybRKSvChD,adrenoceptor
APaL30yt8X,adrenoceptor
1zygNHJkZK,adrenoceptor
Mg38Bo2Tct,adrenoceptor
FOlUahMYRA,adrenoceptor
CeuA9uxTFe,adrenoceptor
O2F5Er97Ct,adrenoceptor
O1aXu4Ko0L,adrenoceptor
m7ArltcyOp,adrenoceptor
7jYwTgwkbL,adrenoceptor
F2nfM2BLl6,adrenoceptor
X3eDtpKXQ4,adrenoceptor
rANI4gd45G,adrenoceptor
fBYpC5Tgma,adrenoceptor
RmypkHJH5f,adrenoceptor
qScs7bX4Hg,adrenoceptor
rgsGziEC7J,adrenoceptor
WzHAQgeHK0,EGFR
WTyiPvNLGY,EGFR
Cn8aCGN4cI,EGFR
o6yFMeop0Q,EGFR
O7HlBfFxkh,EGFR
AFtpNBhYnA,EGFR
si0h1J7Jza,EGFR
UokOXNB5EK,EGFR
kC6dXP3m6t,EGFR
tuUZ2EZ82P,EGFR
kU8n6Kt3f0,EGFR
r8VBNc3PsA,EGFR
kjpuCSzB6y,EGFR
MeytXNstCk,EGFR
N8MLsKL4PC,EGFR
J0zkaFRX9d,EGFR
zyOSXF4xWv,EGFR
ZPOrllBri0,EGFR
h4K14Ssay8,EGFR
m5UXK544XJ,EGFR
ZXtBO3yXiG,EGFR
ZodKHfSW4n,EGFR
KWOEWi1xwk,EGFR
fe5A8TaE1z,EGFR
9wwQJOsxNn,EGFR
Az1m1FkiRX,EGFR
WzcQjJkPHX,EGFR
CYI8R4K9pi,EGFR
Ooew03PzN2,EGFR
NrJLQFVTWV,EGFR
c19yBb9iqM,EGFR
t0Qe3FCPOR,EGFR
BJtATIiM7j,EGFR
vTkyzKnils,EGFR
9jvMmWyjd0,EGFR
l2uLphzpBo,EGFR
vSbg00tBli,EGFR
W2YWyRBvHD,EGFR
9y2ZdLWbux,MEK
rGNYv0qRhU,MEK
VVoc6wM01b,MEK
MvDTiEkGqO,MEK
N3bCHf9Pyf,MEK
3W6k4MDyXp,MEK
Mmr5zSc7WM,MEK
gBI89YQX4i,MEK
CjFRddJ4zs,MEK
QtpT9097O0,MEK
CKBmduwBQU,MEK
Fb5ZhngUFp,MEK
dspUF8iNbr,MEK
cjqxzz9DuU,MEK
IoLpFfmexI,MEK
OHlrx6x6fj,MEK
Lsci4ERAA4,MEK
0CadmIi0wr,MEK
LoTXTq8nNI,MEK
QlZX5RuPr3,MEK
EbWfLSgl33,MEK
k1AmJEVoqS,MEK
JIJkqKJ3Pg,MEK
gnYZGvjwFY,MEK
jLbmbhfqtv,MEK
dF5bodtOeZ,MEK
mvybrBGIMW,MEK
TjdF1ZBbcS,MEK
JSFcfwYilo,MEK
fqsSMqxryo,MEK
Y2EBoIWRO2,MEK
CGIkjoPq3d,MEK
tG3YtiZs7v,MEK
yb511l7wQw,MEK
xxlhKafLnm,MEK
ENg2dXNDbg,MEK
2HYyooHI9I,MEK
0ZY7HPqdKl,MEK
Iq9qXA9cMz,MEK
zmkCrzzDnX,MEK
FvW6lPkmnP,MEK
g5QKRUaGO8,DNA_intercalation
KxxlpYyJDY,DNA_intercalation
BHV40cAFLG,DNA_intercalation
ZwE4iQOqdm,DNA_intercalation
J3bePtmMoa,DNA_intercalation
5h1Y712oQB,DNA_intercalation
vMqCKohlra,DNA_intercalation
fFRUPw559A,DNA_intercalation
nIHzVUgd7e,DNA_intercalation
ADJTt2CE2S,DNA_intercalation
xhpKoImymm,DNA_intercalation
lSC5z2UuQr,DNA_intercalation
vVhcWrNW0S,DNA_intercalation
h7k4wp1S7y,DNA_intercalation
IB0pr0D14U,DNA_intercalation
JkUH5pF2Gy,DNA_intercalation
YBveq9HQEh,DNA_intercalation
JLeOzyJa9g,DNA_intercalation
Uqn9pfAJeM,DNA_intercalation
Nm7CpzWEPP,DNA_intercalation
7ctmstHpkr,DNA_intercalation
YFxaDab4tk,DNA_intercalation
Myjh4JAw0b,DNA_intercalation
2fqoPb2AwD,DNA_intercalation
DjP25bRUTL,DNA_intercalation
n2UGa2eWRf,DNA_intercalation
vMUrclDk40,DNA_intercalation
AfgGrh3Qjv,DNA_intercalation
oWF0Yb3aNg,DNA_intercalation
wHHHafIHsM,DNA_intercalation
c33cR7oprI,DNA_intercalation
isZtvn64ir,DNA_intercalation
LnPmKktBOT,DNA_intercalation
6xAiLnZMlJ,DNA_intercalation
CRN97IyfSd,DNA_intercalation
kZLhxmyA5R,DNA_intercalation
fDa6RLpomm,DNA_intercalation
mUzOfxiPik,DNA_intercalation
wTqSBDHc3W,DNA_intercalation
6UtrPzpW59,DNA_intercalation
6aqjK6HZqG,DNA_intercalation
WTFrw094yv,DNA_intercalation
b20OfHpuEe,dopaminereceptor
JMbQ460BeT,dopaminereceptor
9noxHvETFI,dopaminereceptor
G1K4CbTbEK,dopaminereceptor
gyLW35s7t5,dopaminereceptor
2BQxk9HDft,dopaminereceptor
Ds4xdYIV5r,dopaminereceptor
j1nctFHKV3,dopaminereceptor
vvoYgJ3bo9,dopaminereceptor
SBIgQeZVK5,dopaminereceptor
MctjmAvO9D,dopaminereceptor
upVCGG9Zdl,dopaminereceptor
bOUm9xjohR,dopaminereceptor
056pOK3Axo,dopaminereceptor
hMqE7FRMsi,dopaminereceptor
KgoPrboFUI,dopaminereceptor
hbCus6wAer,dopaminereceptor
1QUmoJDWVp,dopaminereceptor
