PlateName	Well	Content	compoundID_384	compoundID	mol.weight.Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description	GeneID	Selectivity_updated
P4	C20	sample	79933	79933	388,96043	SB 269970 hydrochloride	[R]-3-[2-(2-[4-Methyl-piperidin-1-yl]ethyl)pyrrolidine-1-sulfonyl]phenol hydrochloride	Serotonin		Antagonist	5-HT7	Selective 5-HT7 serotonin receptor antagonist	79933	serotonin receptor
P4	C21	sample	79854	79854	235,67485	Quazinone	Ro 13-6438	Cyclic Nucleotides	Enzyme	Inhibitor	PDE III	Phosphodiesterase III (PDE III) inhibitor	79854	PDE
P4	C22	sample	79934	79934	592,78161	CV-3988	(+/-)-(3-(N-Octadecylcarbamoyloxy)-2-methoxy)propyl-2-thiazolioethyl phosphate	Cytokines & Growth Factors		Antagonist	PAF	Competitive platelet activating factor (PAF) receptor antagonist. Inhibits PAF-induced human platelet aggregation and bronchoconstriction in the guinea pig.	79934	PAF
P4	C23	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P4	C24	ctrl Wortmannin	ctrl_Wortmannin	80122									ctrl Wortmannin	PI3K
P4	D03	sample	80005	80005	415,49068	SR 59230A oxalate	3-(2-ethylphenoxy)-1[(1S)-1,2,3,4-tertahydronaphth-1-ylamino]-(2S)-2-propanol oxalate	Adrenoceptor		Antagonist	beta3	beta3-Adrenoceptor antagonist	80005	adrenoceptor
P4	D04	sample	80085	80085	300,8317	Tetracaine hydrochloride		Na+ Channel		Modulator		Local anesthetic	80085	NA
P4	D05	sample	80006	80006	349,40249	PAPP	LY-165,163; p-Aminophenethyl-m-trifluoromethylphenyl piperazine	Serotonin		Agonist	5-HT1A	Selective 5-HT1A serotonin receptor agonist	80006	serotonin receptor
P4	D06	sample	80086	80086	251,29044	NU6027	4-Cyclohexylmethoxy-2,6-diamino-5-nitrosopyrimidine	Phosphorylation	Enzyme	Inhibitor	CDK2	Selective cyclin-dependent kinase-2 (CDK2) inhibitor.	80086	CDK
P4	D07	sample	80007	80007	369,48644	Amisulpride	DAN-2163, Deniban, 4-Amino-N-[(1-ethyl-2-pyrrolidinyl)methyl]-5-(ethylsulfonyl)-2-methoxybenzamide	Dopamine		Antagonist	D2/D3	selective D2/D3 dopamine receptor antagonist and atypical antipsychotic	80007	dopamine receptor
P4	D08	sample	80087	80087	471,68907	Terfenadine	alpha-(4-[1,1-Dimethylethyl]phenyl)-4-[hydroxydiphenylmethyl]-1-piperidinebutanol	Histamine		Antagonist	H1	Non-sedating H1 histamine receptor antagonist	80087	Histamine receptor
P4	D09	sample	80008	80008	125,14699	Taurine	2-Aminoethanesulfonic acid	Glycine		Agonist		Non-selective endogenous agonist at glycine receptors	80008	NA
P4	D10	sample	80088	80088	408,52341	Thioperamide maleate	MR 12842	Histamine		Antagonist	H3	Potent and selective H3 histamine receptor antagonist that crosses the blood brain barrier	80088	Histamine receptor
P4	D11	sample	80009	80009	179,17983	Theophylline	1,3-Dimethylxanthine	Adenosine		Antagonist	A1 > A2	Selective A1 adenosine receptor antagonist.	80009	adenosine receptor
P4	D12	sample	80089	80089	726,92413	U-74389G maleate	21-(4-[2,6-di-1-Pyrrolidinyl-4-pyrimidinyl]-1-piperazinyl)pregna-1,4,9[11]-triene-3,20-dione (Z)-2-butenedioate maleate	Cell Stress		Inhibitor		Free radical lipid peroxidation inhibitor	80089	ROS
P4	D13	sample	80010	80010	173,64394	4-Hydroxyphenethylamine hydrochloride	Tyramine hydrochloride	Dopamine		Agonist		Dopamine receptor agonist	80010	dopamine
P4	D14	sample	80090	80090	292,13985	UK 14,304	5-Bromo-N-(4,5-dihydro-1H-imidazol-2-yl)-6-quinoxalinamine	Adrenoceptor		Agonist	alpha2	alpha2 Adrenoceptor agonist	80090	adrenoceptor
P4	D15	sample	80011	80011	236,74684	Tetrahydrozoline hydrochloride		Adrenoceptor		Agonist	alpha	alpha-Adrenoceptor agonist; imidazoline binding site ligand; vasoconstrictor	80011	adrenoceptor
P4	D16	sample	80091	80091	380,49642	U0126	1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene	Phosphorylation	Enzyme	Inhibitor	MEK1/MEK2	Specific inhibitor of MEK1 and MEK2 (MAP kinase kinase; MAPKK); also inhibits a constitutively active, mutant form of MEK	80091	MEK
P4	D17	sample	80012	80012	423,90317	Terazosin hydrochloride	1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-[(tetrahydro-2-furanyl)carbonyl]piperazine hydrochloride	Adrenoceptor		Antagonist	alpha1	alpha1-Adrenoceptor antagonist	80012	adrenoceptor
P4	D18	sample	80092	80092	337,42236	AMG 9810	2E-N-(2,3-Dihydro-1,4-benzodioxin-6-yl)-3-[4-(1,1-dimethylethyl)phenyl]-2-Propenamide	Ion Channels		Antagonist	TRPV1	Potent, non-vanilloid, antagonist of the TRPV1 receptor.	80092	TRPV1
P4	D19	sample	80013	80013	253,32225	DL-Thiorphan	DL-3-Mercapto-2-benzylpropanoylglycine	Neurotransmission	Enzyme	Inhibitor	Enkephalinase	Enkephalinase inhibitor	80013	Enkephalinase
P4	D20	sample	80093	80093	283,24561	Ara-G hydrate	9-_-D-Arabinofuranosyl guanine	Apoptosis		inducer		Ara-G is an inducer of apoptosis; inhibitor of DNA synthesis; antineoplastic; and antimetabolite. 	80093	DNA Metabolism
P4	D21	sample	80014	80014	236,23491	Tyrphostin AG 112	3-Amino-2,4-dicyano-5-(4'-hydroxyphenyl)-penta-2,4-dienonitrile	Phosphorylation	Enzyme	Inhibitor	Tyrosine kinase	Protein tyrosine kinase inhibitor	80014	Tyrosine kinase
P4	D22	sample	80094	80094	395,93055	YS-035 hydrochloride	N-[2-(3,4-Dimethoxyphenyl)ethyl]-3,4-dimethoxy-N-methyl-benzeneethanamine hydrochloride	Ca2+ Channel		Blocker	L-type	L-type Ca2+ channel blocker; verapamil derivative	80094	Ca2+-channel
P4	E01	ctrl DAPT	ctrl_DAPT										ctrl DAPT	WNT
P4	E02	ctrl Paclitaxel	ctrl_Paclitaxel	80075									ctrl Paclitaxel	Tubulin
P4	E03	sample	79855	79855	356,42528	Pheniramine maleate		Histamine		Antagonist	H1	H1 histamine receptor antagonist.	79855	Histamine receptor
P4	E04	sample	79935	79935	300,44496	Retinoic acid	Vitamin A acid	Apoptosis	Enzyme	Activator		Induces caspase-dependent apoptosis	79935	NA
P4	E05	sample	79856	79856	377,46571	Phentolamine mesylate	Regitin mesylate	Adrenoceptor		Antagonist	alpha	ATP-sensitive K+ channel blocker; alpha adrenoceptor antagonist	79856	adrenoceptor
P4	E06	sample	79936	79936	500,47025	Ranolazine dihydrochloride	N-(2,6-Dimethylphenyl)-4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]-1-piperazineacetamide dihydrochloride; (+-) -4-[2-hydroxy-3-(o-methoxyphenoxy)propyl]-1-piperazineaceto-2',6'-xylidide dihydrochloride	Lipid	Enzyme	Inhibitor	pFOX	pFOX (partial fatty acid oxidation) inhibitor	79936	pFOX
P4	E07	sample	79857	79857	444,256	1,4-PBIT dihydrobromide	1,4-Phenylene-bis(1,2-ethanediyl)bis-isothiourea	Nitric Oxide	Enzyme	Inhibitor	NOS	Potent inducible nitric oxide synthase (iNOS) inhibitor; endothelial NOS (eNOS) inhibitor 	79857	NOS
P4	E08	sample	79937	79937	244,20864	Ribavirin	1-beta-D-Ribofuranosyl-1,2,4-triazole-3-carboxamide	Cell Cycle	Enzyme	Inhibitor	IMP dehydrogenase	Antiviral agent; its metabolite, ribavirin 5'-phosphate, is an inhibitor of inosine monophosphate (IMP) dehydrogenase	79937	IMP dehydrogenase
P4	E09	sample	79858	79858	410,6017	Pergolide methanesulfonate	8-[(Methylthio)methyl]-6-propylergoline methanesulfonate	Dopamine		Agonist	D2/D1	Dopamine receptor agonist; antiparkinsonian	79858	dopamine receptor
P4	E10	sample	79938	79938	234,20105	Riluzole	2-Amino-6-(trifluoromethoxy)-benzothiazole	Glutamate		Antagonist	Release	Glutamate release inhibitor; anticonvulsant	79938	glutamate_release
P4	E11	sample	79859	79859	180,21096	1,10-Phenanthroline monohydrate	o-Phenanthroline monohydrate	Biochemistry	Enzyme	Inhibitor	Metalloprotease	Metalloprotease inhibitor; chelates iron, zinc and other divalent metals	79859	Metalloprotease
P4	E12	sample	79939	79939	287,74848	SB-366791	Vanilloid receptor-1 antagonist	Vanilloid		Antagonist	VR1	Vanilloid receptor-1 (VR1) antagonist	79939	VR1
P4	E13	sample	79860	79860	255,79054	R(+)-3PPP hydrochloride	R(+)-3-(3-Hydroxyphenyl)-N-propylpiperidine hydrochloride	Dopamine		Agonist	D2	Binds with high selectivity to sigma receptors, yet has no affinity for phencyclidine receptors; dopamine receptor agonist	79860	dopamine receptor
P4	E14	sample	79940	79940	248,15715	SR 57227A	4-amino-1-(6-chloro-2-pyridyl)-piperidine hydrochloride	Serotonin		Agonist	5-HT3	Potent and selective 5-HT3 serotonin receptor agonist.	79940	serotonin receptor
P4	E15	sample	79861	79861	177,21037	1-Phenylbiguanide	N-Phenyl-imidocarbonimidic diamide	Serotonin		Agonist	5-HT3	5-HT3 Serotonin receptor agonist	79861	serotonin receptor
P4	E16	sample	79941	79941	398,73057	SKF 83959 hydrobromide	6-chloro-7,8-dihydroxy-3-methyl-1-(3-methylphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepine hydrobromide	Dopamine		Agonist	D1	Atypical D1 dopamine receptor agonist; displays antagonist activity in vitro and agonist activity in vivo	79941	dopamine receptor
P4	E17	sample	79862	79862	285,7734	S(+)-PD 128,907 hydrochloride	S(+)-(4aR,10bR)-3,4,4a,10b-Tetrahydro-4-propyl-2H,5H-[1]benzopyrano-[4,3-b]-1,4-oxazin-9-ol hydrochloride	Dopamine		Agonist	D3	Selective D3 dopamine receptor agonist	79862	dopamine receptor
P4	E18	sample	79942	79942	416,58424	Spironolactone		Hormone		Antagonist	Mineralocorticoid	Competitive antagonist of the cytoplasmic aldosterone receptor; diuretic	79942	Mineralocorticoid
P4	E19	sample	79863	79863	167,1222	Quinolinic acid	Pyridine-2,3-dicarboxylic acid	Glutamate		Antagonist	NMDA	Neurotoxin which has neuroexcitatory activity; metabolite of trytophan	79863	NMDA
P4	E20	sample	79943	79943	431,94194	Spiperone hydrochloride	R 5147 hydrochloride; Spiroperidol hydrochloride	Dopamine		Antagonist	D2	Selective D2 dopamine receptor antagonist.	79943	dopamine receptor
P4	E21	sample	79864	79864	255,79339	(-)-Quinpirole hydrochloride	LY-171,555	Dopamine		Agonist	D2/D3	Selective D2-like dopamine receptor agonist with some selectivity for D3 sites	79864	dopamine receptor
P4	E22	sample	79944	79944	356,41909	Sulindac	(Z)-5-Fluoro-2-methyl-1-[[4-(methyl-sulfinyl)phenyl]methylene]-1H-indene-3-acetic acid	Prostaglandin	Enzyme	Inhibitor	COX	COX inhibitor; Anti-inflammatory	79944	COX
P4	E23	ctrl Y27	ctrl_Y27	79207									ctrl Y27	ROCK
P4	E24	ctrl Wortmannin	ctrl_Wortmannin	80122									ctrl Wortmannin	PI3K
P4	F03	sample	80015	80015	391,77175	BRL 52537 hydrochloride	(+/-)-1-(3,4-Dichlorophenyl)acetyl-2-(1-pyrrolidinyl)methylpiperidine hydrochloride	Neurotransmission		Agonist	kappa/mu opioid	Kappa/mu opioid receptor agonist.	80015	opioid receptor
P4	F04	sample	80095	80095	220,25146	Tyrphostin 47	RG 50864	Phosphorylation	Enzyme	Inhibitor	EGFR	EGFR tyrosine kinase inhibitor	80095	EGFR
P4	F05	sample	80016	80016	379,46285	Spiroxatrine	R 5188	Serotonin		Agonist	5-HT1A	Partial 5-HT1A serotonin receptor agonist	80016	serotonin receptor
P4	F06	sample	80096	80096	314,21424	3-Tropanyl-3,5-dichlorobenzoate	MDL-72222	Serotonin		Antagonist	5-HT3	Selective 5-HT3 serotonin receptor antagonist	80096	serotonin receptor
P4	F07	sample	80017	80017	376,29669	(+-)-SKF 38393, N-allyl-, hydrobromide	(+-)-7,8-Dihydroxy-3-allyl-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine hydrobromide	Dopamine		Agonist	D1	D1 dopamine receptor agonist.	80017	dopamine receptor
P4	F08	sample	80097	80097	284,36115	Tropicamide	Ro 1-7683	Cholinergic		Antagonist	M4	M4 muscarinic acetylcholine receptor antagonist	80097	muscarinic acetylcholine receptor
P4	F09	sample	80018	80018	326,83193	FAUC 213	2-[4-(4-Chlorophenyl)piperazin-1-ylmethyl]pyrazolo[1,5-a]pyridine	Dopamine		Antagonist	D4	Highly selective D4 dopamine receptor full antagonist	80018	dopamine receptor
P4	F10	sample	80098	80098	258,23565	(+-)-Thalidomide	(+-)-2-(2,6-Dioxo-3-piperidinyl)-1H-isoindole-1,3(2H)-dione	Cytoskeleton and ECM		Inhibitor	TNFalpha	Selective inhibitor of the biosynthesis of tumor necrosis factor a (TNF-alpha); angiogenesis inhibitor	80098	TNF
P4	F11	sample	80019	80019	101,10589	(E)-4-amino-2-butenoic acid	TACA	GABA		Agonist	GABA-C	Potent GABA-C receptor agonist.	80019	GABA-C
P4	F12	sample	80099	80099	272,39029	CCT007093	(2E,5E)-2,5-Bis(2-thienylmethylene)-cyclopentanone	Apoptosis	Enzyme	Activator	PPM1D	An effective PPM1D inhibitor that selectively reduces viability of human tumour cell lines.	80099	PPM1D
P4	F13	sample	80020	80020	388,8857	Triflupromazine hydrochloride		Dopamine		Antagonist	D2	D2 dopamine receptor antagonist; phenothiazine antipsychotic	80020	dopamine receptor
P4	F14	sample	80100	80100	521,50783	U-62066	Spiradoline mesylate	Opioid		Agonist	kappa	Highly selective kappa opioid receptor agonist; antitussive	80100	opioid receptor
P4	F15	sample	80021	80021	280,28564	Tyrphostin AG 494	N-Phenyl-3,4-dihydroxybenzylidenecyanoacetamide	Phosphorylation	Enzyme	Inhibitor	EGFR	Protein tyrosine kinase inhibitor. Inhibits EGF-receptor kinase activity.	80021	EGFR
P4	F16	sample	80101	80101	909,0741	Vinblastine sulfate salt	VLB	Cytoskeleton and ECM		Inhibitor	Tubulin	Inhibitor of microtubule assembly	80101	Tubulin
P4	F17	sample	80022	80022	448,43905	Tyrphostin AG 537	Bis-Tyrphostin	Phosphorylation	Enzyme	Inhibitor	EGFR	EGFR protein tyrosine kinase inhibitor	80022	EGFR
P4	F18	sample	80102	80102	295,85587	(+-)-Vesamicol hydrochloride	AH-5183 hydrochloride	Cholinergic		Inhibitor	ACh storage	Potent inhibitor of vesicular acetylcholine storage	80102	ACh storage
P4	F19	sample	80023	80023	264,19733	Tulobuterol hydrochloride		Adrenoceptor		Agonist	beta	beta-Adrenoceptor agonist related to structurally to terbutaline; bronchodilator	80023	adrenoceptor
P4	F20	sample	80103	80103	538,64941	WAY-100635 maleate	N-[2-[4-(2-Methoxyphenyl)-1-piperazinyl]ethyl]-N-2-pyridinyl-cyclohexanecarboxamide maleate	Serotonin		Antagonist	5-HT1A	Highly selective 5-HT1A serotonin receptor antagonist	80103	serotonin receptor
P4	F21	sample	80024	80024	184,19921	Tyrphostin 1	(4-Methoxybenzylidene)malononitrile	Phosphorylation	Enzyme	Inhibitor	EGFR	EGFR tyrosine kinase inhibitor	80024	EGFR
P4	F22	sample	80104	80104	304,35157	YC-1	3-(5'-Hydroxymethyl-2'-furyl)-1-benzyl indazole	Cyclic Nucleotides	Enzyme	Activator	Guanylyl cyclase	NO-independent guanylyl cyclase activator	80104	Guanylyl cyclase
P4	G01	ctrl LY	ctrl_LY	79584									ctrl LY	PI3K
P4	G02	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P4	G03	sample	79865	79865	140,03295	Phosphonoacetic acid		DNA	Enzyme	Inhibitor	DNA Polymerase	DNA Polymerase inhibitor	79865	DNA Polymerase
P4	G04	sample	79945	79945	786,35534	Ruthenium red	Ammoniated ruthenium oxychloride	Ion Pump		Inhibitor	Mitochondrial uniporter	Inhibits mitchondrial Ca2+ uniporter; capsaicin antagonist	79945	Mitochondrial uniporter
P4	G05	sample	79866	79866	376,95205	Propionylpromazine hydrochloride		Dopamine		Antagonist	D2	D2 dopamine receptor antagonist; phenothiazine antipsychotic 	79866	dopamine receptor
P4	G06	sample	79946	79946	275,35067	Rolipram	ZK 62711	Cyclic Nucleotides	Enzyme	Inhibitor	PDE IV	Selective cAMP-dependent phosphodiesterase (Type IV) cAMP-dependent inhibitor	79946	PDE
P4	G07	sample	79867	79867	308,38345	Phenylbutazone		Prostaglandin	Enzyme	Substrate	Prostaglandin peroxidase	Anti-inflammatory; substrate for prostaglandin peroxidase	79867	Prostaglandin peroxidase
P4	G08	sample	79947	79947	350,87026	Ranitidine hydrochloride	Zantac	Histamine		Antagonist	H2	H2 Histamine receptor antagonist; anti-ulcer agent	79947	Histamine receptor
P4	G09	sample	79868	79868	195,22278	6(5H)-Phenanthridinone		Transcription	Enzyme	Inhibitor	PARP	Poly(ADP-ribose) Polymerase (PARP) inhibitor	79868	PARP
P4	G10	sample	79948	79948	318,4603	Steviol	(4alpha)-13-Hydroxykaur-16-en-18-oic acid	Ion Channels		Inhibitor	hOAT1/hOAT3	Inhibits human organic ion transporters OAT1 and OAT3, targets important for studying renal clearance of drugs.	79948	hOAT1/hOAT3
P4	G11	sample	79869	79869	271,79279	Procainamide hydrochloride		Na+ Channel		Antagonist		Na+ channel blocker and Class I anti-arrhythmic	79869	Na+-channel
P4	G12	sample	79949	79949	261,92195	Sodium nitroprusside dihydrate	Sodium nitroferricyanide	Nitric Oxide		Releaser		Releases NO in vivo, thus activating guanylyl cyclase, ADP-ribosyltransferase, and cyclooxygenase and inhibiting lipoxygenase	79949	NO
P4	G13	sample	79870	79870	255,79054	S(-)-3PPP hydrochloride	Preclamol hydrochloride	Dopamine		Agonist	D2	Dopamine autoreceptor agonist; postsynaptic dopamine receptor antagonist	79870	dopamine receptor
P4	G14	sample	79950	79950	384,27319	(-)-Scopolamine hydrobromide	Hyoscine hydrobromide	Cholinergic		Antagonist	Muscarinic	Cholinergic receptor antagonist; isolated from members of the Solanaceae family	79950	acetylcholine receptor
P4	G15	sample	79871	79871	452,46808	SID7969543	2-[2-[(2,3-Dihydrobenzo[1,4]dioxin-6-ylcarbamoyl)methyl]-1-oxo-1,2-dihydroisoquinolin-5-yloxy]propionic acid ethyl ester	Gene Regulation	Enzyme	Inhibitor	SF-1	A SF-1 (or NR5A1) inhibitor.	79871	SF-1
P4	G16	sample	79951	79951	348,1894	Spermine tetrahydrochloride	N,N'-bis(3-Aminopropyl)-1,4-butanediamine tetrahydrochloride	Glutamate		Antagonist	NMDA-Polyamine	Binds to the polyamine modulatory site of the NMDA glutamate receptor, attenuating both NMDA and quisqualate mediated responses in vivo.	79951	NMDA
P4	G17	sample	79872	79872	401,83397	Phenamil methanesulfonate	3,5-Diamino-6-chloro-N-[imino(phenylamino)methyl]-pyrazinecarboxamide methansulfonate	Na+ Channel		Inhibitor	Amiloride sensitive	Irreversible inhibitor of amiloride-sensitive Na+ channels; derivative of amiloride	79872	Na+-channel
P4	G18	sample	79952	79952	348,26693	SCH-202676 hydrobromide	N-(2,3-diphenyl-1,2,4-thiadiazol-5-(2H)-ylidene)methanamine hydrobromide	G protein		Modulator	GPCR	Allosteric agonist and antagonist of G protein coupled receptors (GPCRs)	79952	GPCR
P4	G19	sample	79873	79873	302,24275	Quercetin dihydrate	3,3',4',5,7-Pentahydroxyflavone dihydrate	Cyclic Nucleotides	Enzyme	Inhibitor	PDE	Mitochondrial ATPase and phosphodiesterase (PDE) inhibitor; inhibits PI3-K activity	79873	PDE
P4	G20	sample	79953	79953	370,41151	SR 2640	2-[[3-(2-Quinolinylmethoxy)phenyl]amino]-benzoic acid; QMPB	Leukotriene		Antagonist	CysLT1	Subtype specific CysLT1 leukotriene receptor antagonist.	79953	leukotrien
P4	G21	sample	79874	79874	518,1481	LP 12 hydrochloride hydrate	4-(2-Diphenyl)-N-(1,2,3,4-tetrahydronaphthalen-1-yl)-1- piperazinehexanamide hydrochloride	Serotonin		Agonist	5-HT7	5-HT7 receptor agonist displaying selectivity over D2, 5-HT1A and 5-HT2A receptors	79874	serotonin receptor
P4	G22	sample	79954	79954	361,3122	Succinylcholine chloride		Cholinergic		Antagonist	Nicotinic	Nicotinic acetylcholine receptor antagonist.	79954	acetylcholine receptor
P4	G23	ctrl Vinblastin	ctrl_Vinblastin	80101									ctrl Vinblastin	Tubulin
P4	G24	ctrl IWP	ctrl_IWP										ctrl IWP	WNT
P4	H03	sample	80025	80025	371,91102	SKF 89976A hydrochloride	1-(4,4-Diphenyl-3-butenyl)-3-piperidinecarboxylic acid hydrochloride	GABA		Inhibitor	GAT-1	GABA transporter type 1 (GAT-1) inhibitor that crosses the blood brain barrier	80025	GAT-1
P4	H04	sample	80105	80105	268,23371	Tyrphostin 51	2-Amino-1,1,3-tricyano-4-(3',4',5'-trihydroxyphenyl)butadiene	Phosphorylation	Enzyme	Inhibitor	EGFR	EGFR tyrosine kinase inhibitor	80105	EGFR
P4	H05	sample	80026	80026	368,23301	SR-95531	2-(3-Carboxypropyl)-3-amino-6-(4-methoxyphenyl)pyridazinium bromide	GABA		Antagonist	GABA-A	Specific GABA-A receptor antagonist; does not affect GABA-transaminase or glutamate-decarboxylase activities.	80026	GABA-A
P4	H06	sample	80106	80106	480,42667	Trifluoperazine dihydrochloride		Dopamine		Antagonist	D1/D2	Calmodulin antagonist; dopamine receptor antagonist; antipsychotic; sedative	80106	dopamine receptor
P4	H07	sample	80027	80027	337,24904	SDZ-205,557 hydrochloride	4-Amino-5-chloro-2-methoxy-benzoic acid 2-(diethylamino)ethyl ester hydrochloride	Serotonin		Antagonist	5-HT4	Potent and selective 5-HT4 serotonin receptor antagonist	80027	serotonin receptor
P4	H08	sample	80107	80107	176,60383	THIP hydrochloride	Gaboxadol hydrochloride	GABA		Agonist	GABA-A	GABA-A receptor agonist, with some GABA-C receptor agonist activity	80107	GABA-A
P4	H09	sample	80028	80028	270,35286	Tolbutamide		Hormone		Releaser	Insulin	Oral hypoglycemic agent; stimulates pancreatic islet cells to secrete insulin	80028	Insulin
P4	H10	sample	80108	80108	307,77976	A-68930 hydrochloride	cis-(+-)-1-(Aminomethyl)-3,4-dihydro-3-phenyl-1H-2-benzopyran-5,6-diol hydrochloridecis-(+-)-1-(Aminomethyl)-3,4-dihydro-3-phenyl-1H-2-benzopyran-5,6-diol hydrochloride 	Dopamine		Agonist	D1	Selective D1 dopamine receptor agonist 	80108	dopamine receptor
P4	H11	sample	80029	80029	288,49624	Tetradecylthioacetic acid	TTA	Transcription		Agonist	PPAR-alpha	Peroxisome proliferator-activated receptor (PPAR)-alpha agonist	80029	PPAR
P4	H12	sample	80109	80109	464,65375	U-73122	1-[6-[[(17beta)-3-Methoxyestra-1,3,5(10)-trien-17-yl]amino]hexyl]-1H-pyrrole-2,5-dione	Lipid	Enzyme	Inhibitor	PLC, A2	Phospholipase C and A2 inhibitor that inhibits the hydrolysis of PPI to IP3, leading to a decrease in cytosolic free Ca2+	80109	PLC
P4	H13	sample	80030	80030	410,5177	Trimipramine maleate		Serotonin		Inhibitor	Reuptake	Serotonin reuptake inhibitor that also blocks norepinephrine reuptake; antidepressant	80030	serotonin
P4	H14	sample	80110	80110	301,83515	S(-)-UH-301 hydrochloride	S(-)-5-Fluoro-8-hydroxy-DPAT hydrochloride	Serotonin		Antagonist	5-HT1A	Potent and selective 5-HT1A serotonin receptor antagonist.	80110	serotonin receptor
P4	H15	sample	80031	80031	351,85491	N-p-Tosyl-L-phenylalanine chloromethyl ketone	TPCK	Biochemistry	Enzyme	Inhibitor	Chymotrypsin alpha	Blocks LPS- or cytokine-induced activation of nuclear factor kB (NFkB), which, blocks the induction of iNOS and COX-2 transcription; blocks activation of pp70s6k by all mitogens	80031	Chymotrypsin NFKB
P4	H16	sample	80111	80111	491,07588	(+-)-Verapamil hydrochloride		Ca2+ Channel		Modulator	L-type	L-type Ca2+ channel modulator; adrenoceptor antagonist; antiarryhthmic; cardiac depressant; coronary vasodilator	80111	Ca2+-channel
P4	H17	sample	80032	80032	322,36691	Tyrphostin AG 555	Tyrphostin B46	Phosphorylation	Enzyme	Inhibitor	EGFR	EGFR protein tyrosine kinase inhibitor	80032	EGFR
P4	H18	sample	80112	80112	198,1799	L-Mimosine from Koa hoale seeds	Leucenol, (S)-a-Amino-_-[1-(3-hydroxy-4-oxopyridine)]propionic acid	Apoptosis		Inhibitor		Potential inhibitor of the cell cycle giving rise to growth arrest in G1-phase. An iron chelator that inhibits DNA replication in mammalian cells. Has been shown to have apoptotic activity in xenotransplanted human pancreatic cancer	80112	cell cycle
P4	H19	sample	80033	80033	408,33406	Trazodone hydrochloride	2-[3-[4-(3-Chlorophenyl)-1-piperazinyl]propyl]-1,2,4-triazolo[4,3-a]pyridin-3(2H)-one hydrochloride	Serotonin		Inhibitor	Reuptake	Atypical antidepressant	80033	serotonin
P4	H20	sample	80113	80113	310,44017	AC-55649	4'-Octyl-4-biphenylcarboxylic acid, 4'-n-octylbiphenyl-4-carboxylic acid; 8BCA	Gene Regulation		Agonist	RARbeta2	Subtype selective retinoic acid receptor beta2 (RARbeta2) agonist.	80113	RAR
P4	H21	sample	80034	80034	186,17152	Tyrphostin 23	3,4-(Dihydroxybenzylidene)malononitrile	Phosphorylation	Enzyme	Inhibitor	EGFR	Protein tryrosine kinase EGFR inhibitor.	80034	EGFR
P4	H22	sample	80114	80114	271,28086	Zaprinast	1,4-Dihydro-5-(2-propoxyphenyl)-7H-1,2,3-triazolo[4,5-d]pyrimidin-7-one	Cyclic Nucleotides	Enzyme	Inhibitor	PDE V	Selective cGMP-phosphodiesterase type V inhibitor	80114	PDE
P4	I01	ctrl LY	ctrl_LY	79584									ctrl LY	PI3K
P4	I02	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P4	I03	sample	79875	79875	166,22188	(-)-Perillic acid	4-Isopropenyl-1-cyclohexene-1-carboxylic acid	G protein		Inhibitor	p21 Ras	Interferes with activity of p21ras and other small G proteins by inhibiting post-translational cysteine isoprenylation	79875	p21 Ras
P4	I04	sample	79955	79955	300,44496	13-cis-retinoic acid	Isotretinoin	Transcription		Regulator	RAR-alpha, beta	Anti-inflammatory and antitumor actions mediated through RAR-beta and RAR-alpha receptors	79955	RAR
P4	I05	sample	79876	79876	419,87129	Prazosin hydrochloride		Adrenoceptor		Antagonist	alpha1	Peripheral alpha1 adrenoceptor antagonist	79876	adrenoceptor
P4	I06	sample	79956	79956	375,9429	Ro 25-6981 hydrochloride	(R-[R*,S*])-alpha-(4-Hydroxyphenyl)-beta-methyl-4-(phenylmethyl)-1-peperidinepropanol) hydrochloride	Glutamate		Antagonist	NMDA-NR2B	NR2B-selective, NMDA glutamate receptor antagonist	79956	NMDA
P4	I07	sample	79877	79877	376,41855	Picotamide	4-Methoxy-N,N'-bis(3-pyridinylmethyl)-1,3-benzenedicarboxamide	Thromboxane		Antagonist	TXA2	Eicosenoid receptor antagonist; a thromboxane A2 antagonist; antiplatelet agent	79877	TXA2
P4	I08	sample	79957	79957	477,5806	Ritanserin	6-[2-[4-bis(4-Fluorophenyl)methylene]-1-piperidinyl]-ethyl]-7-methyl-5H-thiazolo[3,2-a]pyrimidin-5-one	Serotonin		Antagonist	5-HT2/5-HT1C	Potent 5-HT2 serotonin receptor antagonist which passes the blood-brain barrier	79957	serotonin receptor
P4	I09	sample	79878	79878	318,50393	5alpha-Pregnan-3alpha-ol-20-one	Allopregnan-3alpha-ol-20-one	GABA		Modulator	GABA-A	Positive allosteric modulator of GABA-A chloride channels	79878	GABA-A
